step,u_A,m_A,L_A,seed,C,subsidy
61,0.0016666666666666668,0.0,0.0008333333333333334,202650,0.9983347222222221,0.0
62,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202650,0.9933555555555555,0.0
63,0.0016666666666666668,0.0,0.0008333333333333334,202650,0.9983347222222221,0.0
64,0.0,0.0033333333333333335,0.0016666666666666668,202650,0.9966722222222222,0.0
65,0.005,0.006666666666666667,0.005833333333333334,202650,0.9884013888888887,0.0
66,0.0016666666666666668,0.0033333333333333335,0.0025,202650,0.9950125000000001,0.0
67,0.0016666666666666668,0.0033333333333333335,0.0025,202650,0.9950125000000001,0.0
68,0.005,0.0033333333333333335,0.004166666666666667,202650,0.9917013888888888,0.0
69,0.0033333333333333335,0.0,0.0016666666666666668,202650,0.9966722222222222,0.0
70,0.0,0.006666666666666667,0.0033333333333333335,202650,0.9933555555555555,0.0
71,0.0033333333333333335,0.0,0.0016666666666666668,202650,0.9966722222222222,0.0
72,0.0,0.0,0.0,202650,1.0,0.0
73,0.0033333333333333335,0.006666666666666667,0.005,202650,0.9900500000000001,0.0
74,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202650,0.9933555555555555,0.0
75,0.0,0.006666666666666667,0.0033333333333333335,202650,0.9933555555555555,0.0
76,0.0016666666666666668,0.0033333333333333335,0.0025,202650,0.9950125000000001,0.0
77,0.005,0.0,0.0025,202650,0.9950125000000001,0.0
78,0.0033333333333333335,0.0,0.0016666666666666668,202650,0.9966722222222222,0.0
79,0.0016666666666666668,0.0033333333333333335,0.0025,202650,0.9950125000000001,0.0
80,0.0,0.0,0.0,202650,1.0,0.0
81,0.0016666666666666668,0.0033333333333333335,0.0025,202650,0.9950125000000001,0.0
82,0.005,0.0033333333333333335,0.004166666666666667,202650,0.9917013888888888,0.0
83,0.005,0.0033333333333333335,0.004166666666666667,202650,0.9917013888888888,0.0
84,0.0,0.0033333333333333335,0.0016666666666666668,202650,0.9966722222222222,0.0
85,0.0016666666666666668,0.0033333333333333335,0.0025,202650,0.9950125000000001,0.0
86,0.005,0.0033333333333333335,0.004166666666666667,202650,0.9917013888888888,0.0
87,0.0,0.0,0.0,202650,1.0,0.0
88,0.0,0.016666666666666666,0.008333333333333333,202650,0.9834722222222223,0.0
89,0.005,0.0033333333333333335,0.004166666666666667,202650,0.9917013888888888,0.0
90,0.0,0.0033333333333333335,0.0016666666666666668,202650,0.9966722222222222,0.0
0,0.3,0.3,0.3,202651,0.58,0.0
1,0.03833333333333333,0.02,0.029166666666666667,202651,0.9433680555555555,0.0
2,0.0033333333333333335,0.0,0.0016666666666666668,202651,0.9966722222222222,0.0
3,0.005,0.0033333333333333335,0.004166666666666667,202651,0.9917013888888888,0.0
4,0.008333333333333333,0.0,0.004166666666666667,202651,0.9917013888888888,0.0
5,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
6,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
7,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
8,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
9,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
10,0.0016666666666666668,0.006666666666666667,0.004166666666666667,202651,0.9917013888888888,0.0
11,0.0033333333333333335,0.0,0.0016666666666666668,202651,0.9966722222222222,0.0
12,0.0016666666666666668,0.0033333333333333335,0.0025,202651,0.9950125000000001,0.0
13,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
14,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
15,0.0,0.0,0.0,202651,1.0,0.0
16,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
17,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202651,0.9933555555555555,0.0
18,0.0016666666666666668,0.0033333333333333335,0.0025,202651,0.9950125000000001,0.0
19,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
20,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202651,0.9933555555555555,0.0
21,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
22,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
23,0.0,0.0,0.0,202651,1.0,0.0
24,0.0016666666666666668,0.006666666666666667,0.004166666666666667,202651,0.9917013888888888,0.0
25,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
26,0.0,0.0,0.0,202651,1.0,0.0
27,0.006666666666666667,0.0,0.0033333333333333335,202651,0.9933555555555555,0.0
28,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
29,0.0033333333333333335,0.0,0.0016666666666666668,202651,0.9966722222222222,0.0
30,0.0,0.0,0.0,202651,1.0,0.0
31,0.006666666666666667,0.0033333333333333335,0.005,202651,0.9900500000000001,0.0
32,0.0016666666666666668,0.0033333333333333335,0.0025,202651,0.9950125000000001,0.0
33,0.006666666666666667,0.0033333333333333335,0.005,202651,0.9900500000000001,0.0
34,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202651,0.9933555555555555,0.0
35,0.0,0.0,0.0,202651,1.0,0.0
36,0.0,0.0,0.0,202651,1.0,0.0
37,0.0033333333333333335,0.0,0.0016666666666666668,202651,0.9966722222222222,0.0
38,0.0,0.0,0.0,202651,1.0,0.0
39,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
40,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
41,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202651,0.9933555555555555,0.0
42,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
43,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
44,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
45,0.0033333333333333335,0.0,0.0016666666666666668,202651,0.9966722222222222,0.0
46,0.0033333333333333335,0.0,0.0016666666666666668,202651,0.9966722222222222,0.0
47,0.005,0.0033333333333333335,0.004166666666666667,202651,0.9917013888888888,0.0
48,0.0,0.006666666666666667,0.0033333333333333335,202651,0.9933555555555555,0.0
49,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
50,0.0016666666666666668,0.0033333333333333335,0.0025,202651,0.9950125000000001,0.0
51,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
52,0.0016666666666666668,0.0033333333333333335,0.0025,202651,0.9950125000000001,0.0
53,0.005,0.0033333333333333335,0.004166666666666667,202651,0.9917013888888888,0.0
54,0.0,0.0,0.0,202651,1.0,0.0
55,0.0033333333333333335,0.0,0.0016666666666666668,202651,0.9966722222222222,0.0
56,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
57,0.005,0.0,0.0025,202651,0.9950125000000001,0.0
58,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
59,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
60,0.0,0.0,0.0,202651,1.0,0.0
61,0.0016666666666666668,0.0033333333333333335,0.0025,202651,0.9950125000000001,0.0
62,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
63,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
64,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
65,0.0,0.006666666666666667,0.0033333333333333335,202651,0.9933555555555555,0.0
66,0.0016666666666666668,0.006666666666666667,0.004166666666666667,202651,0.9917013888888888,0.0
67,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202651,0.9933555555555555,0.0
68,0.0033333333333333335,0.0,0.0016666666666666668,202651,0.9966722222222222,0.0
69,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
70,0.0,0.0,0.0,202651,1.0,0.0
71,0.0033333333333333335,0.0,0.0016666666666666668,202651,0.9966722222222222,0.0
72,0.0033333333333333335,0.006666666666666667,0.005,202651,0.9900500000000001,0.0
73,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
74,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
75,0.0016666666666666668,0.0033333333333333335,0.0025,202651,0.9950125000000001,0.0
76,0.0016666666666666668,0.0033333333333333335,0.0025,202651,0.9950125000000001,0.0
77,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
78,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
79,0.0016666666666666668,0.0,0.0008333333333333334,202651,0.9983347222222221,0.0
80,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
81,0.005,0.0,0.0025,202651,0.9950125000000001,0.0
82,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
83,0.0033333333333333335,0.0,0.0016666666666666668,202651,0.9966722222222222,0.0
84,0.0,0.0,0.0,202651,1.0,0.0
85,0.0,0.006666666666666667,0.0033333333333333335,202651,0.9933555555555555,0.0
86,0.0,0.0,0.0,202651,1.0,0.0
87,0.0,0.0033333333333333335,0.0016666666666666668,202651,0.9966722222222222,0.0
88,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202651,0.9933555555555555,0.0
89,0.0033333333333333335,0.0,0.0016666666666666668,202651,0.9966722222222222,0.0
90,0.005,0.0,0.0025,202651,0.9950125000000001,0.0
0,0.3,0.3,0.3,202652,0.58,0.0
1,0.04,0.03,0.035,202652,0.93245,0.0
2,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
3,0.005,0.0033333333333333335,0.004166666666666667,202652,0.9917013888888888,0.0
4,0.0016666666666666668,0.016666666666666666,0.009166666666666667,202652,0.9818347222222223,0.0
5,0.0,0.0,0.0,202652,1.0,0.0
6,0.0033333333333333335,0.0,0.0016666666666666668,202652,0.9966722222222222,0.0
7,0.0016666666666666668,0.0033333333333333335,0.0025,202652,0.9950125000000001,0.0
8,0.0033333333333333335,0.0,0.0016666666666666668,202652,0.9966722222222222,0.0
9,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
10,0.0,0.0,0.0,202652,1.0,0.0
11,0.005,0.0033333333333333335,0.004166666666666667,202652,0.9917013888888888,0.0
12,0.006666666666666667,0.0,0.0033333333333333335,202652,0.9933555555555555,0.0
13,0.005,0.006666666666666667,0.005833333333333334,202652,0.9884013888888887,0.0
14,0.0,0.0033333333333333335,0.0016666666666666668,202652,0.9966722222222222,0.0
15,0.0033333333333333335,0.0,0.0016666666666666668,202652,0.9966722222222222,0.0
16,0.0,0.0,0.0,202652,1.0,0.0
17,0.0016666666666666668,0.006666666666666667,0.004166666666666667,202652,0.9917013888888888,0.0
18,0.0016666666666666668,0.01,0.005833333333333334,202652,0.9884013888888887,0.0
19,0.0033333333333333335,0.0,0.0016666666666666668,202652,0.9966722222222222,0.0
20,0.006666666666666667,0.0033333333333333335,0.005,202652,0.9900500000000001,0.0
21,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
22,0.0,0.0033333333333333335,0.0016666666666666668,202652,0.9966722222222222,0.0
23,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
24,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202652,0.9933555555555555,0.0
25,0.0016666666666666668,0.006666666666666667,0.004166666666666667,202652,0.9917013888888888,0.0
26,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
27,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
28,0.0033333333333333335,0.0,0.0016666666666666668,202652,0.9966722222222222,0.0
29,0.0,0.01,0.005,202652,0.9900500000000001,0.0
30,0.005,0.0033333333333333335,0.004166666666666667,202652,0.9917013888888888,0.0
31,0.0016666666666666668,0.0033333333333333335,0.0025,202652,0.9950125000000001,0.0
32,0.0033333333333333335,0.0,0.0016666666666666668,202652,0.9966722222222222,0.0
33,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
34,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202652,0.9933555555555555,0.0
35,0.005,0.0,0.0025,202652,0.9950125000000001,0.0
36,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
37,0.0,0.0033333333333333335,0.0016666666666666668,202652,0.9966722222222222,0.0
38,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202652,0.9933555555555555,0.0
39,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
40,0.0033333333333333335,0.01,0.006666666666666667,202652,0.9867555555555554,0.0
41,0.006666666666666667,0.0033333333333333335,0.005,202652,0.9900500000000001,0.0
42,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202652,0.9933555555555555,0.0
43,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
44,0.0,0.0,0.0,202652,1.0,0.0
45,0.008333333333333333,0.006666666666666667,0.0075,202652,0.9851125000000001,0.0
46,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202652,0.9933555555555555,0.0
47,0.0016666666666666668,0.0033333333333333335,0.0025,202652,0.9950125000000001,0.0
48,0.0033333333333333335,0.0,0.0016666666666666668,202652,0.9966722222222222,0.0
49,0.0,0.0,0.0,202652,1.0,0.0
50,0.006666666666666667,0.0033333333333333335,0.005,202652,0.9900500000000001,0.0
51,0.005,0.0,0.0025,202652,0.9950125000000001,0.0
52,0.0033333333333333335,0.0,0.0016666666666666668,202652,0.9966722222222222,0.0
53,0.0,0.006666666666666667,0.0033333333333333335,202652,0.9933555555555555,0.0
54,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
55,0.0,0.0,0.0,202652,1.0,0.0
56,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
57,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202652,0.9933555555555555,0.0
58,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
59,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
60,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202652,0.9933555555555555,0.0
61,0.0,0.0033333333333333335,0.0016666666666666668,202652,0.9966722222222222,0.0
62,0.0016666666666666668,0.0033333333333333335,0.0025,202652,0.9950125000000001,0.0
63,0.0,0.0,0.0,202652,1.0,0.0
64,0.0016666666666666668,0.0033333333333333335,0.0025,202652,0.9950125000000001,0.0
65,0.0033333333333333335,0.0,0.0016666666666666668,202652,0.9966722222222222,0.0
66,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
67,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
68,0.006666666666666667,0.0,0.0033333333333333335,202652,0.9933555555555555,0.0
69,0.0,0.0,0.0,202652,1.0,0.0
70,0.0033333333333333335,0.0,0.0016666666666666668,202652,0.9966722222222222,0.0
71,0.0016666666666666668,0.0033333333333333335,0.0025,202652,0.9950125000000001,0.0
72,0.0016666666666666668,0.0033333333333333335,0.0025,202652,0.9950125000000001,0.0
73,0.0033333333333333335,0.006666666666666667,0.005,202652,0.9900500000000001,0.0
74,0.005,0.0,0.0025,202652,0.9950125000000001,0.0
75,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202652,0.9933555555555555,0.0
76,0.0,0.0033333333333333335,0.0016666666666666668,202652,0.9966722222222222,0.0
77,0.0033333333333333335,0.0,0.0016666666666666668,202652,0.9966722222222222,0.0
78,0.0016666666666666668,0.0033333333333333335,0.0025,202652,0.9950125000000001,0.0
79,0.0,0.0,0.0,202652,1.0,0.0
80,0.005,0.006666666666666667,0.005833333333333334,202652,0.9884013888888887,0.0
81,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202652,0.9933555555555555,0.0
82,0.0033333333333333335,0.0,0.0016666666666666668,202652,0.9966722222222222,0.0
83,0.0,0.0,0.0,202652,1.0,0.0
84,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
85,0.008333333333333333,0.0033333333333333335,0.005833333333333334,202652,0.9884013888888887,0.0
86,0.0016666666666666668,0.0,0.0008333333333333334,202652,0.9983347222222221,0.0
87,0.0016666666666666668,0.0033333333333333335,0.0025,202652,0.9950125000000001,0.0
88,0.0016666666666666668,0.0033333333333333335,0.0025,202652,0.9950125000000001,0.0
89,0.0033333333333333335,0.0,0.0016666666666666668,202652,0.9966722222222222,0.0
90,0.0016666666666666668,0.0033333333333333335,0.0025,202652,0.9950125000000001,0.0
0,0.3,0.3,0.3,202653,0.58,0.0
1,0.03166666666666667,0.04,0.035833333333333335,202653,0.9309013888888888,0.0
2,0.0016666666666666668,0.0033333333333333335,0.0025,202653,0.9950125000000001,0.0
3,0.0016666666666666668,0.006666666666666667,0.004166666666666667,202653,0.9917013888888888,0.0
4,0.0016666666666666668,0.0033333333333333335,0.0025,202653,0.9950125000000001,0.0
5,0.0,0.0,0.0,202653,1.0,0.0
6,0.0,0.0,0.0,202653,1.0,0.0
7,0.0,0.0033333333333333335,0.0016666666666666668,202653,0.9966722222222222,0.0
8,0.0033333333333333335,0.013333333333333334,0.008333333333333333,202653,0.9834722222222223,0.0
9,0.0016666666666666668,0.0033333333333333335,0.0025,202653,0.9950125000000001,0.0
10,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202653,0.9933555555555555,0.0
11,0.008333333333333333,0.0,0.004166666666666667,202653,0.9917013888888888,0.0
12,0.0016666666666666668,0.0033333333333333335,0.0025,202653,0.9950125000000001,0.0
13,0.0016666666666666668,0.006666666666666667,0.004166666666666667,202653,0.9917013888888888,0.0
14,0.005,0.0,0.0025,202653,0.9950125000000001,0.0
15,0.0,0.006666666666666667,0.0033333333333333335,202653,0.9933555555555555,0.0
16,0.0,0.0033333333333333335,0.0016666666666666668,202653,0.9966722222222222,0.0
17,0.0016666666666666668,0.0,0.0008333333333333334,202653,0.9983347222222221,0.0
18,0.005,0.0033333333333333335,0.004166666666666667,202653,0.9917013888888888,0.0
19,0.0016666666666666668,0.006666666666666667,0.004166666666666667,202653,0.9917013888888888,0.0
20,0.0016666666666666668,0.006666666666666667,0.004166666666666667,202653,0.9917013888888888,0.0
21,0.0,0.0,0.0,202653,1.0,0.0
22,0.0016666666666666668,0.0,0.0008333333333333334,202653,0.9983347222222221,0.0
23,0.0033333333333333335,0.0,0.0016666666666666668,202653,0.9966722222222222,0.0
24,0.0033333333333333335,0.0,0.0016666666666666668,202653,0.9966722222222222,0.0
25,0.0016666666666666668,0.0033333333333333335,0.0025,202653,0.9950125000000001,0.0
26,0.0016666666666666668,0.0,0.0008333333333333334,202653,0.9983347222222221,0.0
27,0.0016666666666666668,0.0033333333333333335,0.0025,202653,0.9950125000000001,0.0
28,0.0033333333333333335,0.006666666666666667,0.005,202653,0.9900500000000001,0.0
29,0.0,0.01,0.005,202653,0.9900500000000001,0.0
30,0.0033333333333333335,0.0,0.0016666666666666668,202653,0.9966722222222222,0.0
31,0.0,0.006666666666666667,0.0033333333333333335,202653,0.9933555555555555,0.0
32,0.0,0.0,0.0,202653,1.0,0.0
33,0.0016666666666666668,0.0,0.0008333333333333334,202653,0.9983347222222221,0.0
34,0.0016666666666666668,0.0033333333333333335,0.0025,202653,0.9950125000000001,0.0
35,0.0016666666666666668,0.0033333333333333335,0.0025,202653,0.9950125000000001,0.0
36,0.0016666666666666668,0.0,0.0008333333333333334,202653,0.9983347222222221,0.0
37,0.0,0.0,0.0,202653,1.0,0.0
38,0.0016666666666666668,0.006666666666666667,0.004166666666666667,202653,0.9917013888888888,0.0
39,0.0033333333333333335,0.0,0.0016666666666666668,202653,0.9966722222222222,0.0
40,0.0016666666666666668,0.01,0.005833333333333334,202653,0.9884013888888887,0.0
41,0.0,0.0,0.0,202653,1.0,0.0
42,0.0016666666666666668,0.0,0.0008333333333333334,202653,0.9983347222222221,0.0
43,0.005,0.006666666666666667,0.005833333333333334,202653,0.9884013888888887,0.0
44,0.0,0.0,0.0,202653,1.0,0.0
45,0.0,0.0,0.0,202653,1.0,0.0
46,0.0016666666666666668,0.0033333333333333335,0.0025,202653,0.9950125000000001,0.0
47,0.0033333333333333335,0.0,0.0016666666666666668,202653,0.9966722222222222,0.0
48,0.005,0.0033333333333333335,0.004166666666666667,202653,0.9917013888888888,0.0
49,0.0033333333333333335,0.0,0.0016666666666666668,202653,0.9966722222222222,0.0
50,0.0016666666666666668,0.006666666666666667,0.004166666666666667,202653,0.9917013888888888,0.0
51,0.0016666666666666668,0.0033333333333333335,0.0025,202653,0.9950125000000001,0.0
52,0.006666666666666667,0.0,0.0033333333333333335,202653,0.9933555555555555,0.0
53,0.0016666666666666668,0.0,0.0008333333333333334,202653,0.9983347222222221,0.0
54,0.0033333333333333335,0.0,0.0016666666666666668,202653,0.9966722222222222,0.0
55,0.0,0.0,0.0,202653,1.0,0.0
56,0.0,0.006666666666666667,0.0033333333333333335,202653,0.9933555555555555,0.0
57,0.0,0.0033333333333333335,0.0016666666666666668,202653,0.9966722222222222,0.0
58,0.0,0.0033333333333333335,0.0016666666666666668,202653,0.9966722222222222,0.0
59,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202653,0.9933555555555555,0.0
60,0.0,0.0,0.0,202653,1.0,0.0
61,0.0,0.0,0.0,202653,1.0,0.0
62,0.0016666666666666668,0.0,0.0008333333333333334,202653,0.9983347222222221,0.0
63,0.0033333333333333335,0.0,0.0016666666666666668,202653,0.9966722222222222,0.0
64,0.0,0.0,0.0,202653,1.0,0.0
65,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,202653,0.9933555555555555,0.0
66,0.0016666666666666668,0.0,0.0008333333333333334,202653,0.9983347222222221,0.0
67,0.0033333333333333335,0.0,0.0016666666666666668,202653,0.9966722222222222,0.0
68,0.0016666666666666668,0.0,0.0008333333333333334,202653,0.9983347222222221,0.0
69,0.0,0.0033333333333333335,0.0016666666666666668,202653,0.9966722222222222,0.0
70,0.0033333333333333335,0.006666666666666667,0.005,202653,0.9900500000000001,0.0
71,0.0033333333333333335,0.0,0.0016666666666666668,202653,0.9966722222222222,0.0
72,0.0016666666666666668,0.0033333333333333335,0.0025,202653,0.9950125000000001,0.0
73,0.0,0.0,0.0,202653,1.0,0.0
74,0.0,0.0,0.0,202653,1.0,0.0
75,0.0,0.006666666666666667,0.0033333333333333335,202653,0.9933555555555555,0.0
76,0.0033333333333333335,0.0,0.0016666666666666668,202653,0.9966722222222222,0.0
77,0.0033333333333333335,0.0,0.0016666666666666668,202653,0.9966722222222222,0.0
78,0.0033333333333333335,0.0,0.0016666666666666668,202653,0.9966722222222222,0.0
79,0.0033333333333333335,0.006666666666666667,0.005,202653,0.9900500000000001,0.0
80,0.0,0.0,0.0,202653,1.0,0.0
